timestamp,instance,run,fitness,feasible,n_cols,iters,evals,time_s,problem,transfer,rule,infeasible,varmin,varmax,pop,chaos,maxfes,stagnation,seed
2026-09-02T11:15:25,a2,8,256.0,1,74,301,6010,13.936,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2032
2026-09-02T11:15:39,a2,9,255.0,1,73,301,6010,13.549,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2033
2026-09-02T11:15:52,a2,10,258.0,1,75,301,6010,12.939,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2034
2026-09-02T11:16:07,a2,11,262.0,1,74,301,6010,15.392,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2035
2026-09-02T11:16:22,a2,12,258.0,1,75,301,6010,14.602,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2036
2026-09-02T11:16:38,a2,13,258.0,1,75,301,6010,16.312,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2037
2026-09-02T11:16:55,a2,14,261.0,1,77,301,6010,16.435,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2038
2026-09-02T11:17:10,a2,15,258.0,1,75,301,6010,15.045,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2039
2026-09-02T11:17:24,a2,16,257.0,1,74,301,6010,14.119,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2040
2026-09-02T11:17:38,a2,17,256.0,1,73,301,6010,13.914,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2041
2026-09-02T11:17:52,a2,18,258.0,1,75,301,6010,14.238,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2042
2026-09-02T11:18:06,a2,19,263.0,1,75,301,6010,14.336,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2043
2026-09-02T11:18:21,a2,20,258.0,1,75,301,6010,14.464,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2044
2026-09-02T11:18:34,a2,21,258.0,1,75,301,6010,12.828,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2045
2026-09-02T11:18:48,a2,22,258.0,1,75,301,6010,14.097,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2046
2026-09-02T11:19:03,a2,23,258.0,1,77,301,6010,15.755,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2047
2026-09-02T11:19:17,a2,24,258.0,1,77,301,6010,13.814,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2048
2026-09-02T11:19:32,a2,25,258.0,1,75,301,6010,15.196,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2049
2026-09-02T11:19:48,a2,26,259.0,1,72,301,6010,15.415,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2050
2026-09-02T11:20:03,a2,27,263.0,1,78,301,6010,15.27,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2051
2026-09-02T11:20:18,a2,28,258.0,1,75,301,6010,14.767,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2052
2026-09-02T11:20:33,a2,29,256.0,1,74,301,6010,14.948,SCP,v3,elit,repair,-5.0,5.0,10,2,6000,paper,2053
